weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
8221.0,2099-13-40 25:61,London,Spring,21.2,46.0,4.1,18.6,5303,Clear,987.8
9000.0,2024-06-15 15:00,London,Summer,11.8,21.0,6.5,39.9,6113,Clear,966.8
5469.0,2024-01-20 12:00,London,Winter,13.0,66.0,6.9,48.7,6848,Clear,956.0
9039.0,2024-06-17 06:00,London,Summer,29.9,59.0,5.7,2.0,556,Rain,976.5
5241.0,2024-01-11 00:00,London,Winter,3.8,68.0,8.4,68.5,383,Storm,1010.9
5801.0,2024-02-03 08:00,London,Winter,3.9,60.0,18.8,7.1,1204,Clear,1043.0
5655.0,2024-01-28 06:00,London,Winter,3.3,67.0,24.0,42.6,2768,Clear,964.6
9968.0,2024-07-25 23:00,London,Summer,26.3,48.0,9.7,65.0,9625,Rain,1013.5
9447.0,2024-07-04 06:00,London,Summer,25.3,24.0,5.4,0.5,8914,Clear,995.0
9980.0,2024-07-26 11:00,London,Summer,26.6,79.0,7.1,33.9,4691,Clear,1044.1
7219.0,2024-04-02 10:00,London,Spring,8.1,34.0,9.2,51.5,6632,Fog,1001.9
6993.0,2024-03-24 00:00,London,Spring,7.3,54.0,5.5,25.8,2483,Rain,953.5
9744.0,2024-07-16 15:00,London,Summer,23.5,37.0,3.4,59.0,5612,Rain,950.8
5466.0,2024-01-20 09:00,London,Winter,4.3,74.0,28.7,7.3,,,1014.4
5427.0,2024-01-18 18:00,London,Winter,6.0,74.0,7.8,9.1,1347,Clear,1049.0
7183.0,2024-03-31 22:00,London,Spring,7.2,25.0,4.5,16.5,5562,Rain,991.7
9852.0,2024-07-21 03:00,London,Summer,22.4,40.0,2.3,17.2,5297,Clear,992.6
9056.0,2024-06-17 23:00,London,Summer,28.5,32.0,1.4,41.3,5619,Clear,963.6
5927.0,2024-02-08 14:00,London,Winter,3.1,99.0,25.4,51.3,9504,Clear,950.1
9678.0,2024-07-13 21:00,London,Summer,16.5,29.0,9.3,43.5,622,Clear,994.8
9551.0,2024-07-08 14:00,London,Summer,32.7,74.0,3.5,2.4,1901,Fog,1022.8
9267.0,2024-06-26 18:00,London,Summer,34.8,73.0,5.5,76.0,5480,Storm,1038.8
9553.0,2024-07-08 16:00,London,Summer,11.0,74.0,9.9,36.8,3611,Clear,1001.8
7587.0,2024-04-17 18:00,London,Spring,14.3,32.0,7.6,25.2,2029,Rain,985.2
8085.0,2024-05-08 12:00,London,Spring,16.3,59.0,8.1,73.0,5753,Clear,1002.2
6919.0,2024-03-20 22:00,London,Spring,11.2,63.0,5.1,72.9,1084,Rain,993.5
5839.0,2024-02-04 22:00,London,Winter,9.7,61.0,4.1,2.9,5311,Storm,996.0
9786.0,2024-07-18 09:00,London,Summer,12.4,54.0,1.3,70.6,9694,Clear,963.3
5554.0,2024-01-24 01:00,London,Winter,5.1,64.0,7.4,26.1,1985,Storm,962.8
6104.0,2024-02-15 23:00,London,Winter,2.2,67.0,6.4,18.3,50000,Rain,958.7
7288.0,,London,Spring,19.7,32.0,298.40698466238314,218.60255698915262,1988,Clear,1013.4
8351.0,2024-05-19 14:00,London,Spring,18.3,32.0,3.4,0.4,9254,Clear,981.9
9539.0,2024-07-08 02:00,London,Summer,11.1,59.0,5.4,51.5,7687,Clear,984.6
9338.0,2024-06-29 17:00,London,Summer,11.7,48.0,7.0,50.3,6044,Clear,987.9
5502.0,2024-01-21 21:00,London,Winter,10.0,61.0,3.7,38.9,5341,Storm,1026.8
5440.0,2024-01-19T07:00Z,London,Winter,-30.0,150.0,19.6,21.8,5931,Rain,1002.1
8572.0,2024-05-28 19:00,London,Spring,22.3,34.0,8.0,4.2,3372,Clear,972.0
6224.0,2024-02-20 23:00,London,Winter,1.8,85.0,17.1,37.6,5226,Snow,980.0
9632.0,2024-07-11 23:00,London,Summer,11.8,32.0,4.4,70.9,628,Rain,954.3
5587.0,2024-01-25 10:00,London,Winter,4.4,99.0,20.3,1.9,9235,Rain,959.6
9836.0,2024-07-20 11:00,London,Dry,11.7,27.0,6.6,51.7,591,Clear,1008.2
7276.0,2024-04-04 19:00,London,Spring,17.3,29.0,3.9,19.4,2216,Storm,995.7
9419.0,2024-07-03 02:00,London,Summer,23.2,73.0,0.2,59.4,9847,Clear,
9088.0,2024-06-19 07:00,London,Summer,31.4,30.0,2.9,73.3,5123,Clear,1022.2
7349.0,2024-04-07 20:00,London,Spring,22.1,38.0,9.5,45.1,1666,Rain,966.2
9294.0,2024-06-27 21:00,London,Summer,15.9,31.0,1.6,7.3,9278,Clear,1044.2
9514.0,2024-07-07 01:00,London,Summer,12.8,39.0,2.2,53.7,4111,Storm,978.7
9041.0,2024-06-17 08:00,London,Summer,30.1,36.0,8.8,9.9,834,Clear,1039.8
5030.0,2024-01-02 05:00,London,Winter,,69.0,13.9,67.5,645,Snow,
8211.0,2024-05-13 18:00,London,Spring,15.3,57.0,1.2,38.0,4553,Clear,1026.9
5678.0,2024-01-29 05:00,London,Winter,11.1,65.0,12.0,12.2,4603,Snow,1009.8
8887.0,2024-06-10 22:00,London,Summer,14.6,45.0,0.9,29.6,3711,Clear,1044.7
6481.0,2024-03-02 16:00,London,Spring,18.7,29.0,4.5,15.7,7023,Rain,974.2
5473.0,2024-01-20T16:00Z,London,Winter,4.8,80.0,3.5,53.2,50000,Fog,1014.0
9239.0,2024-06-25 14:00,London,Summer,21.5,52.0,8.3,42.9,9931,Clear,953.9
5933.0,2024-02-08 20:00,London,Winter,3.4,64.0,29.2,76.5,2804,Clear,987.3
9032.0,2024-06-16 23:00,London,Summer,29.1,23.0,4.9,26.7,94,Storm,1027.7
6818.0,2024-03-16 17:00,London,Spring,11.6,58.0,2.6,23.2,3138,Clear,973.8
6781.0,2024-03-15 04:00,London,Spring,21.5,44.0,0.7,65.3,3642,Clear,986.7
5291.0,2024-01-13 02:00,London,Winter,11.8,88.0,16.9,47.8,532,Rain,1020.5
8956.0,2024-06-13 19:00,London,Summer,28.5,59.0,1.7,8.5,814,Storm,964.9
8867.0,2024-06-10 02:00,London,Summer,16.7,47.0,8.8,12.7,7499,Storm,1018.6
6873.0,2024-03-19 00:00,London,Spring,10.3,46.0,4.1,35.3,6098,Fog,955.8
7901.0,2024-04-30 20:00,London,Spring,18.6,21.0,8.0,64.9,814,Snow,1037.8
7751.0,2024-04-24 14:00,London,Spring,9.8,45.0,8.5,17.1,1090,Clear,1019.7
6535.0,2024-03-04 22:00,London,Spring,9.6,62.0,2.2,7.3,6789,Storm,967.4
5062.0,2024-02-20 23:00,London,Winter,1.8,85.0,17.1,37.6,5226,Snow,980.0
6870.0,2024-03-18 21:00,London,Spring,22.4,59.0,4.7,59.5,2811,Clear,982.9
9777.0,2024-07-18 00:00,London,Summer,33.4,73.0,8.7,64.5,2452,Fog,1023.0
8809.0,2024-06-07 16:00,London,Summer,,78.0,,42.9,,Clear,1029.5
7196.0,2024-04-01 11:00,London,Spring,12.6,59.0,2.5,18.2,965,Snow,985.9
7043.0,2024-03-26 02:00,London,Spring,24.3,67.0,8.5,72.7,3809,Clear,974.7
8108.0,2024-05-09 11:00,London,Spring,11.6,49.0,1.6,13.0,8810,Clear,1001.2
6533.0,2024-03-04 20:00,London,Spring,7.2,51.0,7.8,14.2,2649,Clear,966.7
6651.0,2024-03-09 18:00,London,Spring,14.2,78.0,1.4,1.0,6716,Clear,951.5
9711.0,2024-07-15T06:00Z,London,Summer,100.0,62.0,2.9,,2460,,
5240.0,2024-01-10 23:00,London,Winter,7.4,72.0,15.5,33.5,2384,Clear,1038.3
6906.0,2024-03-20 09:00,London,Spring,22.0,25.0,0.7,58.6,6610,Rain,1006.0
9279.0,2024-06-27 06:00,London,Summer,17.9,58.0,6.0,5.9,7858,Clear,1034.6
9561.0,2024-07-09 00:00,London,Summer,21.5,47.0,3.2,,7891,Clear,1011.7
,2024-02-13 23:00,London,Winter,13.2,87.0,21.8,45.4,5372,Clear,983.8
8241.0,2024-05-15 00:00,London,Spring,23.2,43.0,3.3,75.3,Low,Clear,1030.5
7225.0,2024-04-02 16:00,London,Spring,16.0,70.0,2.3,77.1,1176,Clear,1008.8
6841.0,2024-03-17 16:00,London,Spring,15.4,52.0,4.5,63.4,2874,Clear,987.3
9347.0,2024-06-30 02:00,London,Summer,15.1,67.0,9.1,78.2,7755,Clear,1032.0
5108.0,2024-01-05 11:00,London,Winter,2.8,72.0,13.3,53.6,4542,Clear,999.6
9473.0,2024-07-05 08:00,London,Summer,24.0,34.0,1.1,41.6,2576,Clear,1027.1
,Unknown,,Spring,12.0,67.0,2.7,18.4,1785,Clear,
9303.0,2024-06-28T06:00Z,London,Summer,,47.0,0.9,0.2,,Clear,1034.8
9257.0,2024-06-26 08:00,London,Summer,29.6,27.0,1.4,79.9,1721,Clear,953.2
5133.0,2024-01-06 12:00,London,Winter,-2.8,73.0,19.7,59.2,2930,Clear,1043.0
8136.0,2024-05-10 15:00,London,Spring,15.8,55.0,7.5,7.3,8460,Rain,1007.1
6097.0,2024-02-15 16:00,London,Winter,10.6,73.0,2.5,31.3,3937,Rain,964.1
7112.0,2024-03-28 23:00,London,Spring,14.7,60.0,1.5,61.7,5927,Clear,1048.9
7620.0,2024-04-19 03:00,London,Spring,17.7,56.0,6.7,20.8,5772,Clear,1033.0
6392.0,2024-02-27 23:00,London,Winter,13.7,62.0,9.9,52.3,5668,Clear,988.1
6879.0,2024-03-19 06:00,London,Spring,12.3,64.0,0.9,33.0,4931,Clear,998.6
5506.0,2024-01-22 01:00,London,Winter,-3.0,89.0,16.9,36.0,8101,Storm,994.8
9349.0,2024-06-30 04:00,London,Summer,21.7,30.0,,4.6,,Snow,995.9
,2024-03-26 23:00,,Spring,15.4,55.0,3.5,,7786,,996.9
8890.0,2024-06-11T01:00Z,London,Summer,22.3,34.0,1.1,15.5,1762,,
5722.0,2024-01-31 01:00,London,Winter,7.1,100.0,6.8,37.3,6986,Fog,1015.4
5706.0,2024-01-30 09:00,London,Winter,12.7,75.0,29.1,15.0,6015,Clear,1025.5
5066.0,2024-01-03 17:00,London,Winter,-2.9,84.0,21.6,17.9,5315,Fog,1021.0
7459.0,2024-04-12 10:00,London,Spring,10.5,23.0,3.5,29.8,9899,Rain,1007.2
6145.0,2024-02-17 16:00,London,Winter,3.4,95.0,12.3,70.7,9768,Clear,980.2
5280.0,2024-01-12 15:00,London,Winter,-3.3,100.0,12.1,72.2,3315,Rain,1047.2
9128.0,2024-06-20 23:00,London,Summer,34.7,37.0,7.3,21.5,5179,Clear,986.8
9507.0,2024-07-06 18:00,London,Summer,20.6,75.0,5.0,69.1,8225,Storm,961.4
9811.0,2024/07/19 10:00:00,London,Summer,,200.0,2.8,9.9,8398,Clear,959.2
7312.0,2024-04-06 07:00,London,Spring,21.3,30.0,5.4,48.5,4098,Fog,1031.3
5472.0,2024-01-20 15:00,London,Winter,-3.9,89.0,23.2,76.0,6140,Clear,989.9
5169.0,2024-01-08 00:00,London,Winter,-2.4,78.0,9.6,55.2,2039,Snow,957.0
5487.0,2024-01-21 06:00,London,Winter,1.0,81.0,11.0,57.0,1826,Clear,1023.2
6505.0,,London,Spring,,48.0,125.97352297853078,15.9,1353,Storm,1021.6
7178.0,2024-03-31 17:00,London,Spring,14.7,37.0,3.9,47.8,4714,Clear,1028.5
7514.0,2024-04-14 17:00,London,Spring,20.1,51.0,1.9,25.1,4900,Clear,984.6
8215.0,2024-05-13 22:00,London,Spring,18.3,54.0,8.5,7.0,771,Rain,1024.7
6469.0,2024-03-02 04:00,London,Spring,5.9,68.0,9.8,62.2,5654,Clear,951.5
9774.0,2024-07-17 21:00,London,Summer,30.1,78.0,2.6,54.3,373,Clear,991.2
7858.0,2024-04-29 01:00,London,Spring,18.0,70.0,0.7,77.9,8390,Clear,996.7
9943.0,2024-07-24 22:00,London,Summer,11.9,-10.0,2.0,52.6,8196,Clear,955.4
7888.0,2024-04-30 07:00,London,Spring,15.9,57.0,8.2,63.2,225,Clear,951.9
5654.0,2024-01-28 05:00,London,Winter,10.9,71.0,19.4,34.0,50000,Fog,
6488.0,2024-03-02 23:00,London,Spring,14.4,70.0,6.0,65.0,8991,Clear,1029.0
8510.0,2024-05-26 05:00,London,Spring,24.1,30.0,4.1,52.4,4654,Rain,1046.1
9655.0,2024-07-12 22:00,London,Summer,32.9,55.0,9.1,8.5,6206,Rain,990.6
5152.0,2024-01-07 07:00,London,Winter,2.7,81.0,21.9,60.5,4744,Clear,1041.9
9369.0,01/07/2024 12:00AM,London,Rainy,16.7,22.0,0.3,33.4,8147,Clear,1035.5
5034.0,2024-01-02 09:00,London,Winter,12.5,92.0,7.4,76.2,1315,Rain,1049.8
7303.0,2024-04-05 22:00,London,Spring,9.4,27.0,7.2,71.5,3592,Clear,951.6
7644.0,2024-04-20 03:00,London,,20.1,51.0,213.43467642471694,2.9,1428,Rain,999.5
6457.0,2024-03-01 16:00,London,Spring,23.7,44.0,9.6,59.4,166,Rain,1037.7
5423.0,2024-01-18 14:00,London,Winter,10.8,74.0,1.5,43.5,8125,Clear,960.4
7874.0,2024-04-29 17:00,London,Spring,22.1,23.0,5.6,74.0,7900,Rain,967.4
8204.0,2024-05-13 11:00,London,Spring,24.7,47.0,2.4,54.9,8319,Rain,950.7
6336.0,2024-02-25 15:00,London,Winter,-0.3,100.0,5.2,10.4,1754,Rain,1002.9
8789.0,2024-06-06 20:00,London,Summer,34.4,78.0,7.0,9.2,9520,Snow,983.3
9468.0,2024-07-05 03:00,London,Summer,11.5,53.0,0.9,71.2,3568,Storm,989.7
7940.0,2024-05-02 11:00,London,Spring,13.0,56.0,0.8,49.4,8642,Fog,1027.6
6159.0,2024-02-18 06:00,London,Winter,4.5,67.0,22.1,2.6,3882,Rain,986.0
6021.0,2024-02-12 12:00,London,Winter,6.5,65.0,18.1,39.8,4264,Clear,981.3
9899.0,2024-07-23 02:00,London,Summer,19.2,67.0,6.8,56.2,2466,Clear,980.3
7299.0,2024-04-05 18:00,London,Spring,11.6,66.0,8.4,53.9,3475,Clear,982.0
6502.0,2024-03-03 13:00,London,Spring,14.5,31.0,6.1,59.8,4989,Storm,951.3
6472.0,2024-03-02 07:00,London,Spring,9.1,42.0,0.9,25.4,6059,Clear,953.2
6819.0,2024-03-16 18:00,London,Spring,13.7,57.0,1.1,3.5,5606,Fog,968.3
7946.0,2024-05-02 17:00,London,Spring,12.3,43.0,9.0,59.7,50000,Rain,991.4
8039.0,2024-05-06 14:00,London,Spring,5.3,20.0,6.7,23.4,Unknown,Clear,1009.1
7498.0,2024-04-14 01:00,London,Spring,15.1,67.0,6.5,35.8,8669,Clear,960.1
6894.0,2024-03-19 21:00,London,Spring,8.6,23.0,9.8,21.5,9352,Clear,1015.4
8474.0,2024-05-24 17:00,London,Spring,15.2,29.0,9.1,77.6,5290,Clear,1007.2
7134.0,2024-03-29 21:00,London,Spring,13.4,44.0,7.8,54.8,5572,Rain,1014.4
6452.0,2024-03-01 11:00,London,Spring,12.5,80.0,5.8,10.7,2332,Clear,967.1
7334.0,2024-04-07 05:00,London,Spring,23.9,,1.3,26.5,1252,Storm,
7116.0,2024-03-29 03:00,London,Spring,18.5,24.0,3.1,40.9,,,1021.6
,2024-07-22 11:00,London,Summer,15.7,200.0,8.7,55.0,1133,Storm,
5026.0,09/02/2024 07:00PM,London,Winter,5.6,69.0,28.3,48.6,3231,Snow,979.9
6294.0,2024-02-23 21:00,London,Winter,,100.0,13.1,,1635,,995.9
9023.0,2024-06-16 14:00,London,Summer,22.9,67.0,3.2,18.5,3199,Clear,956.6
6039.0,2024-02-13 06:00,London,Winter,13.3,92.0,18.5,57.7,1456,Fog,1020.5
8471.0,2024-05-24 14:00,London,Spring,16.9,30.0,8.7,16.2,9358,Clear,1047.0
,2024-04-28 19:00,London,Spring,9.0,44.0,3.9,,,Clear,1039.2
5578.0,2024-01-25 01:00,London,Winter,1.1,77.0,17.6,9.8,7744,Clear,1026.8
9636.0,2024-07-12 03:00,London,Summer,11.8,44.0,9.5,34.9,4271,Storm,958.3
8886.0,2024-06-10 21:00,London,Summer,31.3,22.0,8.3,69.7,7639,Rain,981.8
6610.0,2024-03-08 01:00,London,Spring,13.8,75.0,6.1,29.9,9674,Snow,1023.4
8659.0,2024/06/01 10:00:00,London,Summer,16.8,80.0,5.9,10.1,50000,Clear,961.2
8246.0,2024-05-15 05:00,London,Spring,20.8,39.0,5.5,49.6,5780,Clear,960.9
5643.0,2024-01-27 18:00,London,Winter,4.8,67.0,8.0,9.0,6415,Clear,1023.1
5843.0,2024-02-05 02:00,London,Winter,2.2,91.0,3.1,79.7,1872,Snow,978.1
8384.0,20/05/2024 11:00PM,London,,15.6,70.0,,68.5,1911,Rain,
9011.0,2024-06-16 02:00,London,Summer,16.6,35.0,6.1,49.8,1218,Clear,979.7
6346.0,2024-02-26 01:00,London,Winter,-2.6,99.0,4.2,64.3,7872,Clear,998.7
7866.0,2024-04-29 09:00,London,Spring,-30.0,,6.3,329.58781861556236,,Rain,980.1
5600.0,2024-01-25 23:00,London,Winter,0.4,61.0,19.0,9.4,207,Clear,995.9
9471.0,2024-07-05 06:00,London,Summer,15.2,38.0,1.8,28.1,3797,Snow,988.2
8483.0,2024-05-25 02:00,London,Spring,24.9,62.0,4.6,74.8,3668,Clear,1030.7
9909.0,2024-07-23 12:00,London,Summer,21.6,34.0,4.2,21.2,6750,Storm,1022.5
5752.0,2024-02-01 07:00,London,Winter,4.1,71.0,24.8,50.4,2977,Clear,992.0
,2024-07-18T17:00Z,London,Summer,34.3,53.0,7.5,26.0,8630,Rain,1032.1
5352.0,2024-01-15 15:00,London,Winter,-1.5,93.0,22.2,54.9,498,Clear,1019.8
6160.0,2024-02-18 07:00,London,Winter,3.8,86.0,4.6,5.3,83,Clear,1015.2
7440.0,2024-04-11 15:00,London,Spring,23.2,57.0,5.4,24.5,9177,,994.5
9582.0,2024-07-09 21:00,London,Summer,31.5,44.0,1.6,24.1,4850,Rain,1008.5
6116.0,2024-02-16 11:00,London,Winter,-2.6,84.0,16.2,34.8,5180,Clear,994.8
9784.0,2024-07-18 07:00,London,Summer,21.6,42.0,7.0,478.13025393622274,642,,
6727.0,2024-03-12 22:00,London,Spring,24.0,75.0,4.1,24.2,8638,Clear,1007.6
7233.0,2099-13-40 25:61,London,Spring,19.1,21.0,4.7,16.4,7996,Clear,1043.6
5830.0,2024-02-04 13:00,London,Winter,3.2,93.0,17.0,23.6,4764,Rain,1029.7
7556.0,2024-04-16 11:00,London,Spring,5.5,-10.0,7.5,12.7,3419,Clear,1017.4
5417.0,2024-01-18 08:00,London,Winter,-2.7,-10.0,,,1887,Clear,1002.5
6943.0,2024-03-21 22:00,London,Spring,6.9,63.0,1.6,43.6,9930,Clear,1049.5
8626.0,2024-05-31 01:00,London,Spring,22.4,33.0,5.9,34.0,6423,Clear,974.0
6558.0,2024-03-05 21:00,London,Spring,20.0,54.0,8.7,19.2,77,Storm,1006.5
6210.0,2024-02-20 09:00,London,Winter,11.3,83.0,12.2,69.8,1976,Clear,975.6
7978.0,2024-05-04 01:00,London,Spring,13.2,72.0,0.6,25.4,2534,Clear,991.4
6425.0,2024-02-29 08:00,London,Winter,-0.7,78.0,13.1,44.9,6603,Snow,979.4
6040.0,2024-02-13 07:00,London,Winter,5.2,74.0,4.0,1.8,9083,Clear,977.9
5168.0,2024-01-07 23:00,London,Winter,-2.5,98.0,7.5,18.8,7945,Rain,1035.3
5085.0,2024-01-04 12:00,London,Winter,-3.4,70.0,15.0,51.3,7421,Clear,1015.1
9131.0,2024-06-21 02:00,London,Summer,24.1,40.0,1.9,67.0,3872,Clear,988.1
5334.0,2024-01-14 21:00,London,Winter,11.2,73.0,,63.6,5897,Clear,956.0
7437.0,2024-04-11 12:00,London,Spring,18.1,48.0,2.2,57.4,2472,Fog,1020.1
5075.0,2024-06-30 03:00,London,Summer,11.4,51.0,8.3,34.1,8625,Clear,959.2
5039.0,2024-07-08 11:00,London,Summer,10.5,77.0,6.6,55.3,856,Clear,991.6
6421.0,2024-02-29 04:00,London,Winter,7.0,89.0,5.6,53.7,1047,Clear,973.7
9957.0,2024-07-25 12:00,London,Summer,18.6,72.0,3.5,4.0,4238,Fog,992.3
7173.0,2024-03-31 12:00,London,Spring,14.8,36.0,7.9,33.8,7671,Snow,987.7
6887.0,2024-03-19 14:00,London,Spring,15.6,63.0,8.4,13.0,3869,Clear,994.0
6875.0,2024-03-19 02:00,London,Spring,23.8,20.0,9.5,27.7,6591,Fog,1011.2
7187.0,2024-04-01 02:00,London,Spring,19.0,26.0,3.9,28.8,8310,Fog,985.9
9072.0,2024-06-18 15:00,London,Summer,25.2,35.0,7.8,49.3,8563,Clear,958.7
9668.0,2024-07-13 11:00,London,Summer,20.1,45.0,8.3,58.1,1981,Clear,1033.6
5107.0,2024-01-05 10:00,London,Winter,1.4,63.0,17.5,63.0,2844,Snow,951.4
6746.0,2024-03-13 17:00,London,Spring,15.0,57.0,3.6,76.8,1704,Storm,1017.3
6722.0,2024-03-12 17:00,London,Spring,6.7,31.0,5.0,,5800,Rain,964.8
6692.0,2024-03-11 11:00,London,Spring,14.2,24.0,6.1,71.0,2969,Fog,964.9
6269.0,2024-02-22 20:00,London,Winter,13.5,65.0,26.2,18.7,4272,Clear,971.1
8949.0,2024-06-13 12:00,London,Summer,28.5,77.0,2.5,46.0,4433,Snow,971.7
7202.0,2024-04-01 17:00,London,Spring,,27.0,,,,Clear,978.9
8324.0,2024-05-18 11:00,London,Spring,24.9,29.0,1.7,59.1,2052,Storm,1016.8
8461.0,2024-05-24 04:00,London,Fall,,27.0,2.9,308.40425435937794,,Rain,
6127.0,2024-02-16 22:00,London,Winter,7.1,74.0,26.1,59.1,4170,Rain,1014.8
9588.0,2024-07-10 03:00,London,Summer,12.1,28.0,5.5,15.0,8394,Clear,959.7
6670.0,2024-03-10 13:00,London,Spring,16.0,66.0,3.5,50.7,1389,Fog,1010.5
9739.0,2024-07-16 10:00,London,Summer,20.3,63.0,5.1,20.8,9751,Clear,955.2
6221.0,2024-02-20 20:00,London,Winter,7.7,71.0,26.0,41.0,6509,Clear,996.8
6439.0,2024-02-29 22:00,London,Winter,-3.1,68.0,223.92364876858323,55.4,,Storm,961.4
6118.0,2024-02-16 13:00,London,Winter,9.6,100.0,15.3,69.3,8405,Clear,959.6
5180.0,2024-01-08 11:00,London,Winter,,72.0,29.4,34.6,1251,Rain,1019.9
6035.0,2024-02-13 02:00,London,Winter,12.8,75.0,26.8,26.7,4481,Rain,1023.9
9117.0,2024-06-20 12:00,London,Summer,16.1,37.0,2.2,200.51107849301854,4681,Clear,1021.9
6966.0,2024-03-22 21:00,London,Spring,20.1,32.0,3.6,29.8,3248,Clear,1029.2
,2024-03-05 03:00,London,Spring,11.2,,4.9,34.8,257,Clear,950.7
,2024-01-18 02:00,London,Winter,1.1,100.0,18.1,,7738,Storm,987.4
7911.0,2024-05-01 06:00,London,Spring,11.6,23.0,8.5,73.2,4050,Fog,1040.5
5880.0,,London,Winter,9.7,78.0,5.5,38.5,,Clear,
9706.0,2024-07-15 01:00,London,Summer,23.6,43.0,0.6,9.5,8111,Rain,985.3
7950.0,2024-05-02 21:00,London,Spring,14.2,78.0,4.8,14.0,9369,Clear,1020.4
9404.0,2024-07-02 11:00,London,Summer,31.9,56.0,,61.0,,Storm,1032.6
