date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,weather_condition,air_pressure_hpa,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
2024-02-08 20:00:00,London,Winter,3.4,64.0,29.2,76.5,Clear,987.3,Camden,593.0,67.1,0.0,Low,Snowy,2804.0
2024-06-16 23:00:00,London,Summer,29.1,23.0,4.9,26.7,Storm,1027.7,Hackney,1450.0,74.8,0.0,Low,Wet,94.0
2024-03-16 17:00:00,London,Spring,11.6,58.0,2.6,23.2,Clear,973.8,Southwark,4892.0,17.5,0.0,High,Snowy,3138.0
2024-03-15 04:00:00,London,Spring,21.5,44.0,0.7,65.3,Clear,986.7,Islington,1828.0,110.6,0.0,Low,Dry,3642.0
2024-01-13 02:00:00,London,Winter,11.8,88.0,16.9,47.8,Rain,1020.5,Hackney,167.0,56.0,0.0,Low,Snowy,532.0
2024-06-13 19:00:00,London,Summer,28.5,59.0,1.7,8.5,Storm,964.9,Southwark,4281.0,,3.0,Medium,Dry,814.0
2024-06-10 02:00:00,London,Summer,16.7,47.0,8.8,12.7,Storm,1018.6,Lambeth,807.0,77.0,0.0,Low,Snowy,7499.0
2024-03-19 00:00:00,London,Spring,10.3,46.0,4.1,35.3,Fog,955.8,Camden,1766.0,115.2,0.0,Low,Damaged,6098.0
2024-04-30 20:00:00,London,Spring,18.6,21.0,8.0,64.9,Snow,1037.8,Islington,1698.0,104.7,0.0,Low,Damaged,814.0
2024-04-24 14:00:00,London,Spring,9.8,45.0,8.5,17.1,Clear,1019.7,Southwark,1033.0,114.2,0.0,Low,Snowy,1090.0
2024-02-20 23:00:00,London,Winter,1.8,85.0,17.1,37.6,Snow,980.0,Camden,1282.0,41.7,0.0,Low,Snowy,5226.0
2024-03-18 21:00:00,London,Spring,22.4,59.0,4.7,59.5,Clear,982.9,Hackney,1956.0,65.2,0.0,Low,Damaged,2811.0
2024-07-18 00:00:00,London,Summer,33.4,73.0,8.7,64.5,Fog,1023.0,Hackney,446.0,83.2,0.0,Low,Wet,2452.0
2024-04-01 11:00:00,London,Spring,12.6,59.0,2.5,18.2,Snow,985.9,Westminster,971.0,49.9,0.0,Medium,Snowy,965.0
2024-05-09 11:00:00,London,Spring,11.6,49.0,1.6,13.0,Clear,1001.2,Hackney,1504.0,79.4,0.0,Low,Snowy,8810.0
2024-03-04 20:00:00,London,Spring,7.2,51.0,7.8,14.2,Clear,966.7,Greenwich,1921.0,40.4,0.0,Low,Wet,2649.0
2024-03-09 18:00:00,London,Spring,14.2,78.0,1.4,1.0,Clear,951.5,Lambeth,2700.0,60.3,0.0,Low,Wet,6716.0
2024-01-10 23:00:00,London,Winter,7.4,72.0,15.5,33.5,Clear,1038.3,Greenwich,358.0,117.3,0.0,Low,Dry,2384.0
2024-03-20 09:00:00,London,Spring,22.0,25.0,0.7,58.6,Rain,1006.0,Greenwich,3817.0,22.7,0.0,Medium,Damaged,6610.0
2024-06-27 06:00:00,London,Summer,17.9,58.0,6.0,5.9,Clear,1034.6,Greenwich,1935.0,102.3,0.0,Low,Snowy,7858.0
2024-07-09 00:00:00,London,Summer,21.5,47.0,3.2,,Clear,1011.7,Westminster,1864.0,106.3,0.0,Low,Damaged,7891.0
2024-02-13 23:00:00,London,Winter,13.2,87.0,21.8,45.4,Clear,983.8,Lambeth,1569.0,85.9,0.0,Low,Dry,5372.0
2024-05-15 00:00:00,London,Spring,23.2,43.0,3.3,75.3,Clear,1030.5,Southwark,1699.0,57.9,0.0,Low,Damaged,
2024-04-02 16:00:00,London,Spring,16.0,70.0,2.3,77.1,Clear,1008.8,Southwark,574.0,104.6,0.0,Low,Damaged,1176.0
2024-03-17 16:00:00,London,Spring,15.4,52.0,4.5,63.4,Clear,987.3,Islington,1658.0,78.8,0.0,Low,Wet,2874.0
2024-06-30 02:00:00,London,Summer,15.1,67.0,9.1,78.2,Clear,1032.0,Westminster,1087.0,65.4,0.0,Low,Snowy,7755.0
2024-01-05 11:00:00,London,Winter,2.8,72.0,13.3,53.6,Clear,999.6,Southwark,1475.0,90.3,0.0,Low,Snowy,4542.0
2024-07-05 08:00:00,London,Summer,24.0,34.0,1.1,41.6,Clear,1027.1,Chelsea,1431.0,88.9,0.0,Low,Dry,2576.0
2024-06-26 08:00:00,London,Summer,29.6,27.0,1.4,79.9,Clear,953.2,Greenwich,3385.0,31.4,0.0,Medium,Snowy,1721.0
2024-01-06 12:00:00,London,Winter,-2.8,73.0,19.7,59.2,Clear,1043.0,Southwark,1136.0,103.1,0.0,Low,Snowy,2930.0
2024-05-10 15:00:00,London,Spring,15.8,55.0,7.5,7.3,Rain,1007.1,Islington,1016.0,84.5,0.0,Low,Wet,8460.0
2024-02-15 16:00:00,London,Winter,10.6,73.0,2.5,31.3,Rain,964.1,Lambeth,1634.0,112.2,0.0,Low,Dry,3937.0
2024-03-28 23:00:00,London,Spring,14.7,60.0,1.5,61.7,Clear,1048.9,Westminster,1057.0,80.7,0.0,Low,Wet,5927.0
2024-04-19 03:00:00,London,Spring,17.7,56.0,6.7,20.8,Clear,1033.0,Lambeth,1607.0,79.8,0.0,Low,Dry,5772.0
2024-02-27 23:00:00,London,Winter,13.7,62.0,9.9,52.3,Clear,988.1,Westminster,1428.0,94.3,0.0,Low,Wet,5668.0
2024-01-22 01:00:00,London,Winter,-3.0,89.0,16.9,36.0,Storm,994.8,Westminster,216.0,60.4,0.0,Low,Damaged,8101.0
2024-06-30 04:00:00,London,Summer,21.7,30.0,,4.6,Snow,995.9,Lambeth,551.0,91.5,0.0,Low,Dry,
2024-03-26 23:00:00,London,Spring,15.4,55.0,3.5,,Fog,996.9,Lambeth,220.0,104.5,0.0,Low,Damaged,7786.0
2024-01-31 01:00:00,London,Winter,7.1,100.0,6.8,37.3,Fog,1015.4,Southwark,1233.0,115.3,0.0,Low,Wet,6986.0
2024-01-30 09:00:00,London,Winter,12.7,75.0,29.1,15.0,Clear,1025.5,Islington,3919.0,29.0,0.0,Medium,Snowy,6015.0
2024-04-12 10:00:00,London,Spring,10.5,23.0,3.5,29.8,Rain,1007.2,Hackney,1790.0,115.9,0.0,Low,Wet,9899.0
2024-02-17 16:00:00,London,Winter,3.4,95.0,12.3,70.7,Clear,980.2,Lambeth,862.0,119.4,0.0,Low,Wet,9768.0
2024-01-12 15:00:00,London,Winter,-3.3,100.0,12.1,72.2,Rain,1047.2,Lambeth,678.0,70.3,0.0,Low,Damaged,3315.0
2024-06-20 23:00:00,London,Summer,34.7,37.0,7.3,21.5,Clear,986.8,Islington,359.0,47.4,0.0,Low,Wet,5179.0
2024-04-06 07:00:00,London,Spring,21.3,30.0,5.4,48.5,Fog,1031.3,Camden,4204.0,24.3,0.0,High,Damaged,4098.0
2024-01-20 15:00:00,London,Winter,-3.9,89.0,23.2,76.0,Clear,989.9,Islington,1712.0,75.6,0.0,Low,Dry,6140.0
2024-01-08 00:00:00,London,Winter,-2.4,78.0,9.6,55.2,Snow,957.0,Camden,763.0,60.3,0.0,Low,Dry,2039.0
2024-01-21 06:00:00,London,Winter,1.0,81.0,11.0,57.0,Clear,1023.2,Chelsea,1952.0,106.2,0.0,Low,Dry,1826.0
2024-03-31 17:00:00,London,Spring,14.7,37.0,3.9,47.8,Clear,1028.5,Kensington,2242.0,97.3,0.0,Low,Damaged,4714.0
2024-04-14 17:00:00,London,Spring,20.1,51.0,1.9,25.1,Clear,984.6,Westminster,2962.0,42.0,0.0,Medium,Wet,4900.0
2024-05-13 22:00:00,London,Spring,18.3,54.0,8.5,7.0,Rain,1024.7,Hackney,1063.0,,20.0,Low,Damaged,771.0
2024-03-02 04:00:00,London,Spring,5.9,68.0,9.8,62.2,Clear,951.5,Southwark,1729.0,0.0,0.0,Low,Wet,5654.0
2024-07-17 21:00:00,London,Summer,30.1,78.0,2.6,54.3,Clear,991.2,Lambeth,484.0,58.8,0.0,Low,Damaged,373.0
2024-04-29 01:00:00,London,Spring,18.0,70.0,0.7,77.9,Clear,996.7,Greenwich,1161.0,67.2,0.0,Low,Damaged,8390.0
2024-07-24 22:00:00,London,Summer,11.9,20.0,2.0,52.6,Clear,955.4,Islington,1286.0,107.1,3.0,Low,Dry,8196.0
2024-04-30 07:00:00,London,Spring,15.9,57.0,8.2,63.2,Clear,951.9,Lambeth,2738.0,102.0,0.0,Low,Damaged,225.0
2024-01-28 05:00:00,London,Winter,10.9,71.0,19.4,34.0,Fog,,Camden,746.0,118.2,0.0,Low,Wet,20000.0
2024-03-02 23:00:00,London,Spring,14.4,70.0,6.0,65.0,Clear,1029.0,Chelsea,303.0,66.4,0.0,Low,Damaged,8991.0
2024-05-26 05:00:00,London,Spring,24.1,30.0,4.1,52.4,Rain,1046.1,Greenwich,1319.0,78.4,0.0,Low,Snowy,4654.0
2024-07-12 22:00:00,London,Summer,32.9,55.0,9.1,8.5,Rain,990.6,Kensington,1289.0,50.4,0.0,Low,Dry,6206.0
2024-01-07 07:00:00,London,Winter,2.7,81.0,21.9,60.5,Clear,1041.9,Lambeth,4763.0,37.8,0.0,Medium,Snowy,4744.0
2024-01-02 09:00:00,London,Winter,12.5,92.0,7.4,76.2,Rain,1049.8,Southwark,3302.0,20.2,0.0,Medium,Snowy,1315.0
2024-04-05 22:00:00,London,Spring,9.4,27.0,7.2,71.5,Clear,951.6,Southwark,1440.0,118.7,0.0,Low,Damaged,3592.0
2024-04-20 03:00:00,London,Spring,20.1,51.0,50.0,2.9,Rain,999.5,Camden,909.0,89.5,0.0,Low,Dry,1428.0
2024-03-01 16:00:00,London,Spring,23.7,44.0,9.6,59.4,Rain,1037.7,Camden,1708.0,42.2,0.0,Low,Wet,166.0
2024-01-18 14:00:00,London,Winter,10.8,74.0,1.5,43.5,Clear,960.4,Lambeth,1539.0,74.6,0.0,Low,Dry,8125.0
2024-04-29 17:00:00,London,Spring,22.1,23.0,5.6,74.0,Rain,967.4,Hackney,1525.0,44.6,0.0,Low,Damaged,7900.0
2024-05-13 11:00:00,London,Spring,24.7,47.0,2.4,54.9,Rain,950.7,Hackney,1527.0,116.1,0.0,Low,Damaged,8319.0
2024-02-25 15:00:00,London,Winter,-0.3,100.0,5.2,10.4,Rain,1002.9,Westminster,432.0,59.1,0.0,Low,Dry,1754.0
2024-06-06 20:00:00,London,Summer,34.4,78.0,7.0,9.2,Snow,983.3,Hackney,1543.0,88.0,0.0,Low,Damaged,9520.0
2024-07-05 03:00:00,London,Summer,11.5,53.0,0.9,71.2,Storm,989.7,Kensington,1909.0,105.2,0.0,Low,Snowy,3568.0
2024-05-02 11:00:00,London,Spring,13.0,56.0,0.8,49.4,Fog,1027.6,Islington,1980.0,64.0,0.0,Low,Damaged,8642.0
2024-02-18 06:00:00,London,Winter,4.5,67.0,22.1,2.6,Rain,986.0,Lambeth,1729.0,67.1,0.0,Low,Damaged,3882.0
2024-02-12 12:00:00,London,Winter,6.5,65.0,18.1,39.8,Clear,981.3,Lambeth,862.0,102.3,0.0,Low,Wet,4264.0
2024-07-23 02:00:00,London,Summer,19.2,67.0,6.8,56.2,Clear,980.3,Greenwich,1676.0,96.9,0.0,Low,Snowy,2466.0
2024-04-05 18:00:00,London,Spring,11.6,66.0,8.4,53.9,Clear,982.0,Westminster,10000.0,15.7,20.0,High,Snowy,3475.0
2024-03-03 13:00:00,London,Spring,14.5,31.0,6.1,59.8,Storm,951.3,Kensington,1626.0,43.6,0.0,Low,Dry,4989.0
2024-03-02 07:00:00,London,Spring,9.1,42.0,0.9,25.4,Clear,953.2,Lambeth,3472.0,16.1,0.0,Medium,Snowy,6059.0
2024-03-16 18:00:00,London,Spring,13.7,57.0,1.1,3.5,Fog,968.3,Southwark,4966.0,23.3,1.0,High,Snowy,5606.0
2024-05-02 17:00:00,London,Spring,12.3,43.0,9.0,59.7,Rain,991.4,Lambeth,2827.0,113.7,1.0,Low,Snowy,20000.0
2024-05-06 14:00:00,London,Spring,5.3,20.0,6.7,23.4,Clear,1009.1,Chelsea,819.0,114.7,0.0,Low,Dry,
2024-03-19 21:00:00,London,Spring,8.6,23.0,9.8,21.5,Clear,1015.4,Greenwich,1329.0,41.8,0.0,Low,Snowy,9352.0
2024-05-24 17:00:00,London,Spring,15.2,29.0,9.1,77.6,Clear,1007.2,Hackney,3881.0,35.2,2.0,Medium,Snowy,5290.0
2024-03-29 21:00:00,London,Spring,13.4,44.0,7.8,54.8,Rain,1014.4,Camden,1881.0,65.8,0.0,Low,Wet,5572.0
2024-03-01 11:00:00,London,Spring,12.5,80.0,5.8,10.7,Clear,967.1,Westminster,1357.0,91.4,0.0,Low,Wet,2332.0
2024-03-29 03:00:00,London,Spring,18.5,24.0,3.1,40.9,Clear,1021.6,Camden,940.0,97.5,0.0,Medium,Damaged,
2024-07-22 11:00:00,London,Summer,15.7,100.0,8.7,55.0,Storm,,Kensington,1122.0,93.5,0.0,Low,Dry,1133.0
2024-06-16 14:00:00,London,Summer,22.9,67.0,3.2,18.5,Clear,956.6,Camden,1336.0,64.5,0.0,Low,Snowy,3199.0
2024-02-13 06:00:00,London,Winter,13.3,92.0,18.5,57.7,Fog,1020.5,Camden,1190.0,116.5,0.0,Low,Wet,1456.0
2024-05-24 14:00:00,London,Spring,16.9,30.0,8.7,16.2,Clear,1047.0,Hackney,1212.0,98.9,0.0,Low,Damaged,9358.0
2024-04-28 19:00:00,London,Spring,9.0,44.0,3.9,,Clear,1039.2,Hackney,3685.0,28.5,1.0,Medium,Wet,
2024-01-25 01:00:00,London,Winter,1.1,77.0,17.6,9.8,Clear,1026.8,Kensington,375.0,73.3,0.0,Low,Dry,7744.0
2024-07-12 03:00:00,London,Summer,11.8,44.0,9.5,34.9,Storm,958.3,Lambeth,1195.0,65.7,0.0,Low,Wet,4271.0
2024-06-10 21:00:00,London,Summer,31.3,22.0,8.3,69.7,Rain,981.8,Lambeth,203.0,79.4,0.0,Low,Wet,7639.0
2024-03-08 01:00:00,London,Spring,13.8,75.0,6.1,29.9,Snow,1023.4,Islington,1979.0,46.8,0.0,Low,Dry,9674.0
2024-05-15 05:00:00,London,Spring,20.8,39.0,5.5,49.6,Clear,960.9,Lambeth,1163.0,99.2,0.0,Low,Snowy,5780.0
2024-06-16 02:00:00,London,Summer,16.6,35.0,6.1,49.8,Clear,979.7,Southwark,1963.0,56.6,0.0,Low,Damaged,1218.0
2024-02-26 01:00:00,London,Winter,-2.6,99.0,4.2,64.3,Clear,998.7,Kensington,340.0,95.3,0.0,Low,Dry,7872.0
2024-01-25 23:00:00,London,Winter,0.4,61.0,19.0,9.4,Clear,995.9,Southwark,769.0,80.3,0.0,Low,Damaged,207.0
2024-07-05 06:00:00,London,Summer,15.2,38.0,1.8,28.1,Snow,988.2,Southwark,1685.0,112.5,0.0,Low,Damaged,3797.0
2024-05-25 02:00:00,London,Spring,24.9,62.0,4.6,74.8,Clear,1030.7,Chelsea,822.0,115.8,0.0,Low,Damaged,3668.0
2024-07-23 12:00:00,London,Summer,21.6,34.0,4.2,21.2,Storm,1022.5,Islington,1346.0,60.6,,Low,Damaged,6750.0
